text,user/name
"📢 NEW: Fuel industry joint statement 👇 
https://go.shell.com/3CNSgYA",Shell
We are working hard to ensure supplies for customers. Since Friday we have been seeing a higher than normal demand across our network which is resulting in some sites running low on some grades. We are replenishing these as quickly as we are able to.,Shell
"From today, standard petrol in the UK is changing from E5 to E10, in line with Government requirements. 
Follow the link and enter your number plate to see if your vehicle is compatible. 95% of petrol vehicles are compatible with E10. 
gov.uk/E10checker 

If you can’t use E10, you’ll still be able to use Shell V-Power, our premium grade fuel which will remain E5. 

You can find out more here: shell.co.uk/motorist/e10-petrol",Shell
"Our summer internships aim to inspire and develop the next generation of talent while creating experiences and connections that can shape future careers.  

Applications are open until 15 November.",Equinor
"The construction of the 58 MW Stępień #solar plant in Poland is completed, and the plant is ready for operation. Stępień was developed and will be operated by our 100% subsidiary Wento. Two other ☀️ plants in 🇵🇱 are expected to be ready in 2023-2024.",Equinor
"In order to meet the global climate goals in the energy transition, we need cooperation and commitment from government, industry and individuals alike. In short, we need more bridges and less walls. 

In our new, independent Energy Perspectives report, we take a closer look at two scenarios – “Walls” and “Bridges” – which illustrate two very different pathways for the global energy system towards 2050. The report couldn’t come at a more relevant time given the current turmoil in global energy markets.

Click 👇 to find out more.",Equinor
"The Arctic Race of Norway 🚲 took place recently, and what an event it was! 

As a main sponsor of the event – and in honour of the sport we are vested in – we wanted to share our amazing 3D-printed bicycle.  

This bike was created with a sustainable mindset, utilising local, recyclable steel and a unique design. It also helps illustrate the possibilities 3D technology provides for the energy industry – including new design opportunities, and faster and more sustainable production.",Equinor
"Last week the world’s largest crane heavy lift vessel, Sleipnir, was quayside at Stord, installing the two final modules on the Johan Castberg floating production, storage and offloading ship. With the modules for the turret in place, the FPSO is complete.

Now all modules will be inter-connected and everything tested, a comprehensive job to be completed in 2024.",Equinor
"According to a new Bodø Science Park report that we presented together with our Norwegian continental shelf (NCS) union representatives this week, over 1,800 suppliers in 250 industries in 152 municipalities in Norway delivered goods & services for NCS fields & onshore facilities operations in 2021. These have a value of over NOK 70 billion and employed close to 60,000 man-years.

Without our suppliers, there would be no Equinor. Thank you ❤️  

Read more here 👉 https://bit.ly/3Q0byjX",Equinor
"Let's deliver industry with low emissions. 
We're developing emission reducing technologies in our operations and deploying them with businesses like yours, too. 
Learn more: https://exxonmobil.co/46a1RrW",ExxonMobil
"""We're helping accelerate the world's path to net zero 𝗔𝗡𝗗 we're building a compelling new business,"" says Dan Ammann, President, ExxonMobil Low Carbon Solutions.
 
""It’s going to be an exciting and high-impact time ahead."" 

https://exxonmobil.co/3PAEuAy",ExxonMobil
"The U.S. Gulf Coast is a hub of industrial innovation. And this week we added to the outstanding work being done there with the startup of two chemical production units at our Baytown manufacturing facility.

One unit will produce 350,000 tons per year of linear alpha olefins to be used in:

🚗 plastic packaging, 
⛽ high-performing engine and industrial oils, 
📈 and more. 

The other will produce 400,000 tons per year of performance polymers used to enhance the chemical products found in:
🚘 automotive parts, 
🚧 construction materials,
and hygiene and personal care products. 

These polymers help increase the durability and life cycle of consumer goods. They also allow for higher recycled content. 

“With the startup of these two new lines, ExxonMobil is delivering high-value materials for a variety of products that society depends on every day,” said Karen McKee, president of ExxonMobil Product Solutions. 

https://exxonmobil.co/453poJV",ExxonMobil
"Congratulations to our brilliant bp Orsett team who were highly commended as Store Team of the Year this week at the Retail Industry Awards 🥳

Awesome recognition for the team who work hard to deliver a first-class experience at one of our busiest UK stores 👏",bp
"We've had a great week at SPE Offshore Europe  👋 sharing how we're continuing to invest in today's energy system, which is predominantly oil and gas AND at the same time investing in the energy transition.",bp
"All charged up and ready to go ⚡🚗
 
Today the Chancellor Jeremy Hunt opened our new BP Pulse gigahub at the NEC in Birmingham.
 
With 180 charge points, it's the UK’s largest EV charging hub 🔌And another way we're backing Britain.",bp
Floating offshore wind is the next industrial adventure. How are we working on commercialization and industrialization together with partner and local communities?,Equinor
"Today the licensees on the Statfjord field in the North Sea received the Norwegian Petroleum Directorate's award for improved recovery (the IOR award). The work invested over many years by our colleagues in Equinor and the industry, together with our partners, is impressive. 

The award recognises persistent technology and subsurface innovation on the field and in the licence that has led to more than 40 years of production. We proudly received the award together with partner Vår Energi, and celebrate the IOR measures that contribute to the world-class recovery rate.",Equinor
"The Northern Lights JV owned by Equinor, Shell and TotalEnergies announces the world’s first commercial agreement on cross border CO2 transportation & storage with Yara. In order to decarbonise heavy industries to help meet climate ambitions, the only way to get there is together 🙌",Equinor
"Day one at SPE Offshore Europe ✅ Yesterday, our head of North Sea Doris Reiter showed the Minister for Energy Security and Net Zero Rt Hon Graham Stuart round the stand and shared more on how bp is backing Britain.
 
She also spoke at the event’s opening plenary about how bp's 60 years of history in the North Sea is helping us be part of its future, and how we're nurturing future talent to help us on our net zero journey. 
 
Come find us at stand 2E40 to hear more!",bp
"Great deals alert 👀 Introducing BPme Rewards Price! Instant savings for our customers at around 300 bp stores by scanning your BPme Rewards card or app. 

Another way we're growing our convenience business and evolving our retail offer to give our customers rewards they really value.

Unlock the savings by scanning your BPme Rewards cards or with the BPme app 🔓

on.bp.com/3R8WqVw",bp
"Great to speak to Ruth Sunderland recently and share how we’re backing Teesside with our low-carbon project plans – Net Zero Power Teesside, H2Teesside and HyGreen Teesside – and supporting our partners Redcar & Cleveland College developing skills for future jobs.

Check out the piece on.bp.com/3qSrUEL",bp
At ONS next week some of our employees will be attending different sessions and discussion on important topics. See some of them in the video below or learn more about the ONS and our programme on Equinor.com.,Equinor
"On Monday, 29 August, ONS Young is kicking off, and Equinor is a proud sponsor. We encourage everyone to come meet us in Hall 10 (DNB Arena) to check out our 3D-printed bike or take one of the tech tours to try our VorkeR VR Challenge.  
 
We’re looking forward to seeing you there! Read more about ONS Young here 👉 https://www.ons.no/young/ 

PS. Applications for our graduate positions are open, so feel free to drop by and ask any questions you might have.",Equinor
"Join us on Equinor's Supplier Day, 31 August, at ONS or participate virtually! Here you’ll learn more about our energy transition, activity level and how we can succeed together 🙌",Equinor
"Who’s ready to triple earnings? Our Product Solutions business is. And today we shared our plans to do that in the next four years. 

Karen McKee, our Products Solutions president, laid out our plans to meet demand for the things society wants. 

That means more:

⛽ Essential products
🧪 Chemical products
⚡ Specialty products 

Read how. ➡️  https://exxonmobil.co/3PslZyd",ExxonMobil
"What’s our goal? Reduce emissions. 

We have the technology, so let’s deliver.

That's what our Chairman and CEO, Darren Woods, described at this week's World Petroleum Congress as he shared the need to redefine how the world thinks about tackling the #energytransition.

We couldn’t agree more. In fact, we’ve increased investments in lower-emissions initiatives to $17B through 2027 that include:

🌎 Carbon Capture 
🔵 Hydrogen 
⛽ Biofuels  

See the progress we’ve made.
https://corporate.exxonmobil.com/news/reporting-and-publications/advancing-climate-solutions-progress-report",ExxonMobil
"Up to 11 trillion elephants. 
🐘 🐘 🐘 🐘 🐘
🐘 🐘 🐘  🐘 🐘
🐘 

That’s how much carbon storage capacity experts estimate the world has available. 

Prasanna Joshi, VP of Low Carbon Solutions technologies, responds to some of the most common questions he gets about carbon capture and storage. He clears up some misperceptions about the technology, too.

https://exxonmobil.co/45Scsrk",ExxonMobil
"Introducing the InTruck Connect app 🚚⛽ a fast, secure and easy way for our fleet customers to refuel. In collaboration with Mercedes-Benz Trucks UK",bp
"Our bp fleet customers can now charge up in more places than ever before 🔋 
 
We've expanded our Fuel & Charge card network, giving our customers access to over 12,000 EV charge points across the UK – including our own bp pulse on-the-go chargers. Another way we're supporting our customers on their electrification journey ⚡

on.bp.com/468HV9s",bp
Congratulations to King Charles III and Queen Camilla on their #Coronation! 👑,bp
"Today marks the 30-year anniversary of oil and gas production on the Snorre A platform in the Norwegian North Sea 😊 The platform has on average generated values of around NOK 48 million per day for society and Equinor. With the start-up of the world’s largest offshore wind park connected to oil and gas platforms – Hywind Tampen – CO2 emissions from Snorre A will reduce by more than 100,000 tonnes per year.",Equinor
"Together with SINTEF, DNV and Lundin we’ve signed an agreement to make the world’s first pilot project for active, nature-based carbon capture at sea a reality!

The aim is to develop technology and methods with the potential to capture several million tonnes of CO2 by means of seaweed cultivation.",Equinor
"The Njord Bravo storage vessel is now back at the field after six years and an extensive upgrade, creating big ripple effects both in Haugesund and Kristiansund.",Equinor
Big milestone for our Morgan and Mona offshore wind projects today! We’re kicking off consultations to hear feedback from local communities. Find out more here: https://on.bp.com/41zWgbE.,bp
Our partnership with @Uber is picking up speed! ⚡🚖 We're excited about what this will mean for the UK and its transition to #ElectricVehicles! https://on.bp.com/3Mbzz9e,bp
"We're set to make waves 🌊 following the go-ahead to develop our first floating #OffshoreWind demonstration project in Aberdeen! We'll work with local suppliers to deliver the project, energy from which has the potential to be integrated into our planned #GreenHydrogen hub with Aberdeen City Council.

Learn more about our successful bid 👉 on.bp.com/3K69OWk",bp
"In Equinor we love to help equip young talents with the skills needed for the future.

Happy World Youth Skills Day!",Equinor
"Heavy lifting is best done #together!

Now we’re working together to build Hywind Tampen, the world’s largest floating wind farm. Many of us go way back. Now we’re building a new industry on the shoulders of oil and gas, utilizing our competence and experience in new areas. Hywind Tampen will deliver power to the Snorre and Gullfaks fields, and in the future floating wind can deliver large amounts of electricity to shore.

#Petoro, Vår Energi, OMV, #Inpex Idemitsu Norge AS, Wintershall Dea, Aker Solutions, Wergeland Group, Siemens Gamesa, Mammoet, #DOFSubsea, #JDRcablesystems, Seaway 7, Wood

#offshorewind #floatingWind #HywindTampen",Equinor
"It took five days, eight heavy lifts and loads of competent people to transform the Johan Castberg hull & LQ into the Johan Castberg FPSO. Now the processing facilities are in place. 

The lifting campaign took place quayside at Aker Solutions, Stord starring Scaldis Salvage & Marine Contractors NV’ lifting vessel Gulliver. Well done 👏",Equinor
"Today 🇳🇴 prime minister Jonas Gahr Støre visited Gulen in Vestland County to take a closer look at construction of Hywind Tampen, Norway’s first offshore wind farm. Four of the 11 turbines in the wind farm are now installed, towering 190 metres over Fensfjorden, before being towed into the North Sea for offshore floating power generation 💨",Equinor
"After extensive repairs and improvement work, Hammerfest LNG in northern Norway is back in production, and the first liquified natural gas is now on tank at Melkøya. 

Norway is an important gas supplier to Europe, and the volumes from Hammerfest LNG account for more than 5% of Norwegian gas exports. A big thank you to all employees, suppliers and partners that have done a great job getting the plant ready for safe start-up during a challenging pandemic ❤️",Equinor
"The Equinor & Techstars Energy Accelerator programme is of great significance for startups worldwide. It offers an opportunity to speed up development with synergetic support from Equinor, Techstars and Capgemini with access to over 100 mentors and experts. We have selected eight startups developing and working on solutions that can help us drive the energy transition. 

Let’s meet ElectricFish, whose patented, turnkey distributed energy storage solutions bring unprecedented convenience to the electric vehicle charging experience while also supporting energy resilience in local communities – all with 100% renewable energy.",Equinor
"We’re buzzed ⚡ about this milestone in our aim for more than 100,000 EV chargepoints by 2030 – and for 90% of them to be rapid or ultra-fast, just like this new hub in Kettering. 🔌 

Want to know more? Charge right in here 👉 https://on.bp.com/3KTFDTm",bp
"2022 full year results: We're accelerating investment in our transition and the energy transition while helping provide the energy the world needs today. 

Investment in our transition growth engines – bioenergy, convenience, EV charging, renewables & power and hydrogen grew from 3% in 2019 to 30% in 2022. There's more to do, but this is strong progress towards our aim to increase to ∼50% of total spend in 2030.",bp
"Oh buoy, it’s a big step for our offshore wind business! 🌬🍃 

Thanks to Geo-data specialists Fugro, this high-tech buoy is collecting data that will help design the turbines on our two new wind farms Morgan and Mona. In collaboration with EnBW, the two wind farms will help produce 3GW of electricity capacity – enough to power 3 million homes! ⚡🏡

Learn more about our transformation plans in action 👉 https://on.bp.com/3Hxgiwh",bp
"The Equinor & Techstars Energy Accelerator program seeks to elevate startups who work across the energy transition within oil and gas, renewables, new business models and digitalization. Eight innovative startups were selected across the globe to be a part of our programme.

Today we introduce you to BioLedger, a software solution that allows biofuels businesses to perform standard procedures through a mobile and web-based application, making biofuels operations faster and more transparent.

Techstars Capgemini",Equinor
"Eleven out of twelve wells drilled around the Johan Castberg field have been successful – and our exploration team in Harstad, Norway has been at the forefront of the latest Snøfonn Nord discovery. “It gives us great motivation to be creating results,” they say.

Johan Castberg will be in production towards the end of 2024 and will be operated from Harstad. #Together with partners Vår Energi and Petoro, we’ll consider tying the latest discovery to Johan Castberg.",Equinor
"Together with Halten East partners Spirit Energy, Petoro and Vår Energi we’ve decided to invest about NOK 9 billion in the development of the area next to the Åsgard field.

Gas is an important energy carrier for Europe, and Halten East utilises existing NCS gas infrastructure.",Equinor
"Very excited to announce that Shell is aiming to install electric vehicle charging points in as many as 100 Waitrose shops across the UK by 2025. Each site is expected to have six 22kW and two 50kW charge points installed, enabling customers to charge up while they shop. These new charge points will help us to achieve our ambition to grow our Shell Recharge-branded network to 5,000 EV charge points on forecourts and in other locations by 2025. 🔌 Visit shell.co.uk/recharge to learn more.",Shell
"⚡ We are excited to announce that our first #EV only hub in the UK has received planning permission. 
In Fulham, we are converting a conventional Shell fuel service station into an EV charging hub with 10 high powered, 175kW charge points.🔌

Find out more here: https://go.shell.com/3hE6O4b",Shell
"Equality. Diversity. Pride. 🌈 

Shell is proud to support #Pride 2021, because we believe inclusion matters – it’s that simple. You can find out more here: https://go.shell.com/3jqu6Nz, including personal reflections from some of our colleagues. #Pride2021 #Inclusivity #InclusionMatters",Shell
"ExxonMobil and Toyota USA have been working together for decades, developing performance technology for drivers – both on and off the racetrack. So, when the World Rally Championship announced a mandatory switch to biofuels, TOYOTA GAZOO Racing WRC needed our help to recalibrate its cars to meet new requirements – and fast. The season was just around the bend.

The result: a winning formula. Specifically, a new Mobil 1 lubricant for the racing team’s existing engines that matched the racing team’s needs, while maintaining a high level of power and efficiency. Toyota Gazoo Racing was a triple title winner in last season’s FIA World Rally Championship (Manufacturers’, Drivers’, and Co-Drivers’ Champions).

Here’s how we got the job done, in record time. 

https://exxonmobil.co/3ZhQpI9",ExxonMobil
"Our Chairman and CEO, Darren Woods, recently sat down with the global management consulting firm McKinsey & Company to discuss the energy transition, the importance of partnering, and maintaining courage of conviction, among many other topics. 

You can read the article and watch the videos in the latest edition of McKinsey Quarterly. 

https://www.mckinsey.com/industries/oil-and-gas/our-insights/you-need-to-do-the-math-and-then-explain-the-math-a-talk-with-exxonmobils-darren-woods",ExxonMobil
"We need to deploy new technologies and repurpose existing infrastructure to meet society’s net zero goals.

This shift can drive long-term energy security and economic growth with fewer emissions.

It can be done. 

It’s being done.

🔗 Learn more at https://exxonmobil.co/3PuXDoS",ExxonMobil
"Take something home to the people you love. Whoever your journeys are for, we’re here to help you Go Well. #GoWell",Shell
"During this lockdown and beyond, we want to assure our customers that our service stations remain open for your essential needs. 

Safety remains our number one priority and we have an enhanced cleaning regime in place at our stations and continue to offer Pay at Pump at many of our stations for motorists who want to pay from the comfort of their own vehicle. 

Please also be mindful that all customers who are not exempt must wear face masks when visiting our stores. 

Thank you and stay safe #GoWell",Shell
"Meet Will, he is designing Shell's first electric vehicle-only charging station. ⚡ And yes, it will still sell snacks and coffee. #MakeTheFuture",Shell
"The Equinor & Techstars Energy Accelerator programme aims to nurture the vibrant startup ecosystem. It helps early-stage startups refine and test their ideas, which can change the industry. Eight promising startups were selected for the programme this year.
 
Did you know that 20% of the ocean has been mapped with a very low resolution? Today we introduce you to SeaDeep, a company that is the next generation of underwater computer vision and is committed to providing the data required for efficient, cost-effective, and sustainable ocean research and development.

Techstars Capgemini",Equinor
"We are well into the Equinor & Techstars Energy Accelerator programme 2022. A programme dedicated to speeding up the innovation and development of the energy future. Eight startups were selected to be a part of our programme. 

This week we’re introducing you to SurplusMap – a geo-intelligence platform that empowers decision-makers to make better & faster decisions during the early phases of green transition. 

Techstars Capgemini",Equinor
"Happy Constitution Day, Norway! In our office in Busan, South Korea 🇰🇷 the celebration has already begun with Norwegian flags, blue, red and white cakes and a traditional May 17th quiz. We wish everyone a great day 🇳🇴",Equinor
"Plastic pollution is a big problem. But new technologies can improve recycling rates for plastic waste in a major way.

In fact, at our new advanced recycling facility in Baytown, TX, we're using chemical processes to break down difficult-to-recycle plastics to their molecular level to make new raw materials. That will help keep up to 80 million pounds of plastic waste per year out of landfills.

And as we scale up advanced recycling operations around the world, we expect to increase that impact to about 1 billion pounds per year by 2026. 

https://corporate.exxonmobil.com/what-we-do/materials-for-modern-living/advanced-chemical-products",ExxonMobil
"🌍 We are reducing our own emission intensity. And helping other industrial companies reduce theirs.

✅ With $17B behind our strategic low-carbon push from 2022 through 2027, we're meeting society’s needs as we strengthen the resiliency of our portfolio.

🔗 Learn more at https://corporate.exxonmobil.com/what-we-do/delivering-industrial-solutions#TechnologyIndustrialscalesolutions",ExxonMobil
"Take the entire global economy – and add another one. That’s our view on how global markets are likely to evolve by 2050.

Read what Chris Birdsall, our Director of Energy and Economics, thinks about our society’s 2050 future 👉 
",ExxonMobil
17 May is Norway’s Constitution Day – a day filled with celebration. Gudrun platform chef Veronica Jorud and catering and accommodations vice president Kjersti Hornnes Torgersen recently visited a new local supplier at Tonstad in Sirdal to source this year’s 17 May dinner to be served to our offshore workers. Watch the video to see how locally sourced food is one of the many ways we can reduce our operational CO2 emissions on the Norwegian continental shelf.,Equinor
"The Equinor & Techstars Energy Accelerator programme 2022 is in full swing! This programme seeks to elevate startups and give them the opportunity to develop new ideas that can change the energy industry through innovation, technology and more sustainable solutions. Eight startups were selected from a very talented pool of applicants this year. 

Today we introduce you to ComputerWell, a company that offers a new angle on reducing drilling costs. Computational surveillance involves an ultrafast simulator that predicts the most probable state of the drill string at any time during an operation. 

Techstars Capgemini",Equinor
"A big thank you to all the students who have ranked us among the most attractive engineering, business and IT employers in Norway! We’re very proud, and hope many of you will join us so that we can work #together on driving the energy transition ❤️",Equinor
,bp
Had a great couple of days at Green Trade & Investment Expo in Gateshead showcasing bp projects in the UK #GreenTrade #GreenInvestment,bp
"We're celebrating UK wind energy week 2022! 🙌 Our UK wind projects Morgan, Mona & Morven can deliver 5.9GW to the UK - that's enough to power over 6m homes! 👀 Check out our seabed survey works that are helping us get there  👉 on.bp.com/3CStKIF  #UKWEW2022  RenewableUK",bp
"Did you know that the Norwegian shelf has world class wind resources? We’re now building the world’s largest floating wind farm for the Tampen area in the North Sea. The 11 turbines have a combined capacity of 94.6 MW and will deliver renewable energy to the two oil fields Gullfaks and Snorre.  

We’re a world leading developer and operator in floating wind and by utllizing our own – and our suppliers – competence and experience, we’re now building a new industry on the shoulders of oil & gas.",Equinor
"The Equinor & Techstars Energy Accelerator program kicked off on 21 March this year. A mentorship driven program which believes in innovation and the development of the energy future. Eight startups were picked to be a part of our 2022 programme.

This week we’re taking a closer look at accelerator company Sol Clarity, which has developed a technology that can keep solar PV modules clean autonomously without water, abrasion, moving parts, or manual labor.  

Techstars Capgemini",Equinor
"It’s quite a sight when giants meet!
Recently the world’s largest crane lifting vessel, Sleipnir, owned by Heerema Marine Contractors (HMC) came to Stord to install the lower turret on the Johan Castberg floating production, storage and offloading vessel quayside at Aker Solutions

This summer the process modules, built along the Norwegian coast, will be installed on the ship by heavy lift vessel Gulliver owned by Scaldis Salvage & Marine Contractors NV. Then everything will be connected and completed, a huge job for Aker Solutions at Stord. At peak about 3000 people in rotation will work on the project.",Equinor
"Mfon’s driving change, he is literally leading the charge. He's building new electric vehicle charging points across the UK. ⚡️ 💪
Find out more here shell.co.uk/motorist/ev-charging",Shell
Shell Recharge is here. Find EV power-ups at a Shell station near you and experience rapid electric vehicle charging made easy. #EVPowerUp #ElectricVehicleCharging #ShellRecharge #GoWell,Shell
,Shell
"Our Global Outlook is out! Here’s what you need to know about the findings, right now ⤵️

https://exxonmobil.co/3KZ03tm",ExxonMobil
"Imagine a world where more plastic waste can be collected, sorted, and turned back into valuable resources. That world is here, now.

We're reducing the wasteful littering, landfilling, and incineration of plastic waste —here's how. 
https://corporate.exxonmobil.com/what-we-do/materials-for-modern-living/from-plastic-waste-to-valuable-goods-going-circular-with-exxtend",ExxonMobil
"Carbon capture and storage could help the city of Houston achieve its goal of becoming carbon neutral by 2050. Here’s how we’re working to help make this happen. 🌎 
https://corporate.exxonmobil.com/what-we-do/delivering-industrial-solutions#TechnologyIndustrialscalesolutions",ExxonMobil
"HyGreen Teesside is accelerating with a bid submitted to Department for Business, Energy and Industrial Strategy's Hydrogen Business Model and Net Zero Hydrogen Fund. We’re working with potential customers including Northern Gas Networks and Tees Valley Lithium to get this project off the ground and deliver the home-grown hydrogen needs. https://on.bp.com/3TpiuZJ",bp
@bp pulse has teamed up with Addison Lee to provide rapid and ultra-fast driving to their drivers in and around London. Read more https://on.bp.com/3yCEfgY. Or find out what their CEOs had to say about transition to fully EV fleets 🚙 ⚡https://www.facebook.com/addisonleecabs,bp
,bp
"One month ago, the Equinor & Techstars Energy Accelerator programme welcomed eight startups to the 2022 programme. A programme dedicated to speeding up the innovation and development of the energy future. Last week we took a closer look at the company Powertrust. 

This week we introduce you to Korall Engineering AS, which uses AI to optimize part of additive manufacturing and automates product design workflows, making manufacturing of industrial parts efficient.",Equinor
"A secure and stable supply of energy is the most important thing we in Equinor can contribute during the ongoing situation with war in Ukraine and the energy crisis in Europe. This was also the message the Norwegian finance minister Trygve Slagsvold Vedum had when he visited the Johan Sverdrup field this week.

Thanks for visiting, and we look forward to seeing you again 😊",Equinor
"The Northern Lights project for transport and permanent storage of CO₂ is constantly moving forward. On Tuesday 26 April, we cut the first steel at Aker Solutions in Stord, which is building the pipe rack that will transport CO₂ from ship to the tank for intermediate storage. 

Carbon capture and storage is an important technology for reducing emissions. Northern Lights JV is owned by Equinor, Shell and TotalEnergies",Equinor
"Keeping communities safe is one of our top priorities. And since 2019, we've trained 500+ first responders, including firefighters, to better tackle industrial emergency incidents.

We're proud to announce that our safety standards and work with first responders along our pipeline routes received the Norman Mineta Excellence in Transportation Safety Award from the National Association of State Fire Marshals.

""The way ExxonMobil engages with firefighters is a great example of how companies and first responders should work together to yield the highest level of public safety and awareness,"" said Chief Butch Browning, NASFM executive director.

https://corporate.exxonmobil.com/news/reporting-and-publications/sustainability-report/social/process-safety",ExxonMobil
"As the world moves toward a net-zero future, we're well positioned for growth.
 
Because of our scale and integration.
 
And especially because of our people. 
 
The skillsets driving our traditional business and our new, lower carbon work are almost an exact match.

 https://exxonmobil.co/3qmScig",ExxonMobil
"The molecules we produce are used to make a range of products essential to modern life, including medical equipment and electronics.

Here's how we're helping reduce the CO₂ footprint of all the consumer products made from them – and reduce emissions intensity by 2030.

https://corporate.exxonmobil.com/news/reporting-and-publications/advancing-climate-solutions-progress-report",ExxonMobil
"To ensure the safety of our customers and Retailers’ staff, please ensure you follow government guidelines and wear a face covering when you pop into our service stations in England and Scotland. 
Alternatively you can choose to Pay @ Pump at over 700 of our stations via the Shell app. Thank you for working with us to keep everyone safe. Take care 😊",Shell
"Scan and Win with Shell Go+!*
We have hundreds of prizes up for grabs EVERY WEEK with our Shell Go+ competition! Simply scan your Shell Go+ app, card or key fob every time you visit a participating station and you'll be automatically entered into a prize draw with chances to win great prizes! 
*T&Cs apply, visit goplus.shell.com/scanandwin for more info",Shell
"For those of you who are returning to work or need to make essential journeys by car, check out this handy first drive checklist for your vehicle.",Shell
"The Equinor & Techstars Energy Accelerator 2022 programme includes eight startups from around the world dedicated to speeding up the innovation and development of the energy future. The startups draw on the global network of Techstars, Capgemini, and Equinor, and over 100 mentors will help the selected companies to develop and grow.

We take a closer look at accelerator company Powertrust, which aims to help global corporations achieve their net zero targets 👇",Equinor
"This morning the Johan Castberg floating production, storage and offloading vessel arrived Norway, safely transported by Boskalis on board the world’s largest transport vessel: Boka Vanguard. The 12,500 nautical-mile-long journey from Singapore to Kvinnherad took 49 days.

Soon the vessel will be towed to Aker Solutions at Stord, where processing facilities and turret will be installed, and the ship completed.",Equinor
"We will soon start the assembly of 11 wind turbines for the Hywind Tampen floating wind farm in the North Sea. Ships have loaded blades, nacelles and tower sections quayside at Gulen industrial harbour on the west coast of Norway and soon we’re ready to put the amazing puzzle together.

Hywind Tampen will deliver renewable energy to the Snorre and Gullfaks fields and reduce CO2 emissions by 200,000 tonnes annually.",Equinor
"Carbon capture and storage (CCS):

1️⃣ The technology captures CO₂ before it reaches the atmosphere. 
2️⃣ It stores that CO₂ deep underground, permanently.
3️⃣ Experts agree we need it to combat climate change.

We’re ready to deploy CCS to reduce emissions from the sector that produces some of the world’s most important materials: heavy industry. 🏭🏗️

https://corporate.exxonmobil.com/what-we-do/delivering-industrial-solutions/carbon-capture-and-storage/what-is-carbon-capture-storage",ExxonMobil
"Hydrogen is the most abundant element on earth. And because hydrogen fuel is versatile and produces no emissions at point-of-use (only water vapor), hydrogen can play a big role helping society meet its net-zero goals.

Our planned hydrogen facility in Baytown, TX, will produce 1 billion cubic feet of hydrogen per day, helping decarbonize processes in heavy-emitting sectors and reducing our own CO₂ emissions, too.

3 reasons hydrogen is so promising: 

🧑‍🔬 It can have a significant impact. We predict its use at Baytown could reduce site-wide CO₂ emissions by up to 30% compared to current operations.

⚡️ It can power activities too remote or energy intensive for electrification, like maritime shipping or high-heat applications.

🔵 It has a lower lifecycle carbon footprint than natural gas when produced with carbon capture and storage (CCS). 

What’s good for industry can also be good for reaching net zero goals🧑‍🔬 🙌

https://corporate.exxonmobil.com/news/viewpoints/low-carbon-hydrogen",ExxonMobil
"Our 2030 emission-reduction plans are intensity based. They focus on driving industry-leading performance while still meeting the needs of society.
 
📉 Here's a look at our progress to date.
https://corporate.exxonmobil.com/news/reporting-and-publications/advancing-climate-solutions-progress-report",ExxonMobil
,bp
"It was great to reinforce our commitment to offshore wind at the global #OffshoreWind conference in Manchester this week. We support the UK's 2030 plan for enough wind energy to power every British home and have committed to develop have committed to develop Morgan, Mona, and Morven. Together these could generate enough clean energy to power over 6 million UK homes every year!",bp
Our Glen Lyon production vessel demonstrates our continued investment in North Sea oil and gas - helping boost home-grown energy while lowering emissions. Supporting the North Sea Transition Deal and the UK Government’s plan for 50% reduction in offshore production emissions by 2030. Learn more and take a spin around our interactive Glen Lyon: https://on.bp.com/3bmFMPv,bp
Helping local communities in need 💛 We are supporting foodbanks around our offices and gas plants in the UK. More on our contribution during #COVID19: https://go.shell.com/2VZe67K,Shell
"You can Pay at Pump with the Shell App at over 700 of our service stations, enabling you to pay for your fuel from the comfort of your own car. Helping our customers to #staysafe
Find out more here shell.co.uk/motorist/shell-app",Shell
"We’re pleased to share that over 150 of our Service Stations now offer essentials delivered to your door via Deliveroo and Uber Eats, plus we’re adding more stations every day. We’ve increased the product range too, so our customers can choose their essentials and favourites. 
You can find out which Shell stations are available in your area via the Deliveroo and Uber Eats app. #homedelivery #staysafe",Shell
"We’re proud to be working with the eight fantastic startups selected for the Equinor & Techstars Energy Accelerator Programme 2022: Sol Clarity, Powertrust, ComputerWell, SurplusMap, BioLedger, ElectricFish, Korall Engineering and SeaDeep. 

The programme kicked off on 21 March, and we are well into the first week of the global mentorship-driven program. In the upcoming weeks, we’ll be supporting their journey and accelerating their development as they tap into a global network from Equinor, Capgemini and Techstars.",Equinor
"Troll B and C will receive power from land and this week the traditional steel-cutting ceremony took place at Aker Solutions in Stord, Norway. Here they will be building four large modules for the project. 

The Norwegian continental shelf accounts for ¼ of Norway’s greenhouse gas emissions, and our goal is to cut emissions from Norwegian oil and gas production by 50% by 2030.",Equinor
"Today 22 March, we started towing the Njord A platform from Stord on the west coast of Norway to the field at Haltenbanken on the Norwegian Continental Shelf. The platform has been upgraded for another 20 years of production.  
 
Upgrading, life extension and development of existing fields is a major contribution to maintain long-term secure energy deliveries to Europe.",Equinor
